	d4Lin-_1	d4Lin-_2
204381_at	185.3769152562	217.5245552771
204382_at	171.5651000744	207.9185789735
204383_at	120.7127676153	113.0419602972
204384_at	88.7305827324	122.6663725211
204385_at	78.3685995227	88.5915469257
204386_s_at	2719.7648908476	3195.5738573665
204387_x_at	593.4768431054	759.2167131245
204388_s_at	28.6391046439	27.0571230328
204389_at	23.5982481981	19.1581289104
204390_at	42.8754273028	45.3095968921
204391_x_at	984.4050218822	1060.9171701555
204392_at	141.11183399	262.1440706741
204393_s_at	35.7896944129	40.6650190852
204394_at	296.9517589949	291.5229249141
204395_s_at	73.4933134708	70.8355071633
204396_s_at	60.4335127661	147.6217125104
204397_at	44.143386032	48.3434150483
204398_s_at	137.12328717	167.0387229045
204399_s_at	73.465949293	85.2818821426
204400_at	19.7789105837	21.1952232596
204401_at	149.3471992045	171.4123018476
204402_at	189.9262756185	227.563616072
204403_x_at	189.634531319	162.2927009603
204404_at	98.9685261217	107.9510262948
204405_x_at	2431.1968240351	3021.5880215807
204406_at	19.9131246371	19.3548201013
204407_at	413.2700761465	330.1580084273
204408_at	365.9865089374	523.0212331569
204409_s_at	191.6295370525	547.0143185027
204410_at	199.664866294	332.9993727893
204411_at	207.2502855432	189.7287408011
204412_s_at	342.0640648934	306.9974521059
204413_at	166.741801951	150.978526468
204414_at	12.6483233152	13.9598141858
204415_at	131.229383201	156.3032882882
204416_x_at	220.9291526118	251.2255319139
204417_at	418.8892115742	322.5079427094
204418_x_at	226.0865583362	375.5303486827
204419_x_at	12161.5325361383	13063.7152617446
204420_at	73.0690736917	90.784397503
204421_s_at	56.7751964722	60.0199226743
204422_s_at	12.6743367962	11.2162248401
204423_at	155.9472771535	139.0996051783
204424_s_at	24.1228093921	25.1320690543
204425_at	210.9903828283	257.7681782754
204426_at	29.5115564746	29.3196606957
204427_s_at	21.424142933	23.9874204677
204428_s_at	32.2460737294	30.4633142737
204429_s_at	51.2683847638	53.1345323361
204430_s_at	171.3532227069	147.1832803271
204431_at	34.7123493852	25.9649082076
204432_at	150.1595144242	182.1056460904
204433_s_at	67.9071113121	86.5767356123
204434_at	123.8865393901	87.0822871359
204435_at	212.90464604	252.4447349704
204436_at	130.9277657337	221.6865066572
204437_s_at	21.9796433233	21.9099958835
204438_at	27.7473963252	196.7411900941
204439_at	22.2578249576	22.2456636829
204440_at	326.5299357769	421.36020719
204441_s_at	445.0565541738	445.8858652975
204442_x_at	121.1805340212	132.8248214977
204443_at	50.1902285636	49.6594714168
204444_at	870.9530805103	920.905557335
204445_s_at	50.8551006424	45.4025735107
204446_s_at	40.7592826822	56.9400654229
204447_at	58.4392440908	72.7937049703
204448_s_at	299.6055475806	429.8435931703
204449_at	498.0517472803	580.804051694
204450_x_at	65.3120252325	64.8161899026
204451_at	90.8384796927	102.5856834308
204452_s_at	17.8500022212	18.7801591878
204453_at	267.073765642	224.3546478522
204454_at	146.1069173164	114.5112894143
204455_at	15.1212141928	14.0898816811
204456_s_at	18.9592290478	18.3447481331
204457_s_at	36.0021871399	29.5716866752
204458_at	72.0762533832	101.730373192
204459_at	431.2994299273	512.5486039356
204460_s_at	121.7411124516	119.4910387518
204461_x_at	552.9905158221	582.9635460875
204462_s_at	33.0683853544	30.1319028786
204463_s_at	11.593746607	13.1760904406
204464_s_at	13.6240168175	13.4805670602
204465_s_at	23.4633642071	30.874761813
204466_s_at	1303.0863608563	3593.0362345121
204467_s_at	417.2696050921	894.6634935582
204468_s_at	100.9025682301	109.1435833115
204469_at	12.7926874384	12.0565748149
204470_at	35.1497737011	202.5200521114
204471_at	12.7311097282	12.5358454593
204472_at	16.9617025645	31.2868163369
204473_s_at	104.3521891115	117.1826329524
204474_at	149.3958063117	153.7749840057
204475_at	16.7606005471	18.2311669528
204476_s_at	54.1746759083	66.7045177409
204477_at	229.1200964245	317.0225808518
204478_s_at	396.6132790319	457.9951384798
204479_at	244.2523283023	294.9343185245
204480_s_at	127.4185538207	119.3950204717
204481_at	248.1114313658	240.3270841372
204482_at	53.0400492688	90.2834953262
204483_at	143.0069742866	166.6467109672
204484_at	494.5710676636	544.4998247953
204485_s_at	46.9724900944	43.7832990391
204486_at	25.4499104117	27.4983658499
204487_s_at	112.4429038864	121.1914962145
204488_at	211.8606772462	187.6319831619
204489_s_at	444.7722249781	526.0625490408
204490_s_at	115.8969073887	94.1547762
204491_at	196.6252519503	255.2581891835
204492_at	66.9732671769	66.8725427262
204493_at	553.4075957811	389.3164037873
204494_s_at	173.2675535842	217.1600460792
204495_s_at	234.4376016088	288.2106613029
204496_at	211.8483864674	320.475191588
204497_at	53.573415914	38.6005356437
204498_s_at	78.886694488	71.0858479511
204499_at	87.5215833342	57.2204767032
204500_s_at	256.0764845121	223.2239663843
204501_at	43.5897277917	44.2534599657
204502_at	182.5295670733	407.0190965409
204503_at	92.238054874	83.96157814
204504_s_at	363.2122353381	291.2916671918
204505_s_at	250.7127235552	457.1116720926
204506_at	107.9814591663	150.2806998972
204507_s_at	178.5144579331	214.2302189563
204508_s_at	37.8395303259	31.8761499785
204509_at	64.1397605559	69.0444082332
204510_at	449.7593473723	555.5203412915
204511_at	55.2757484192	53.5814321409
204512_at	39.4968119383	49.345845894
204513_s_at	91.6844030924	182.030493822
204514_at	336.1953001806	293.0401572036
204515_at	16.732806524	17.6920064598
204516_at	278.8766583396	239.3954931721
204517_at	38.0434230196	146.429203653
204518_s_at	29.2961961177	33.7669533807
204519_s_at	50.757549333	48.8658838558
204520_x_at	744.4153812586	1327.7578129243
204521_at	500.4511553677	552.1146127377
204522_at	81.7964461752	89.2486601742
204523_at	94.4149080811	63.6279283822
204524_at	285.6164350329	320.9868154133
204525_at	23.9220608904	17.061382073
204526_s_at	103.7430630877	138.1838717566
204527_at	34.4464835514	39.8228056502
204528_s_at	2952.8296354841	2772.5210393232
204529_s_at	109.3256873924	91.4414739331
204530_s_at	30.5098388096	27.2152620148
204531_s_at	787.7245901092	860.3674754762
204532_x_at	54.557748385	70.038385539
204533_at	33.1756483649	35.6789683132
204534_at	58.7671286328	63.1664432245
204535_s_at	241.5821931273	287.4544557555
204536_s_at	23.07870854	22.913237525
204537_s_at	18.3828193912	27.226807467
204538_x_at	1448.2263837224	1471.2148670063
204539_s_at	22.9546952654	28.375749271
204540_at	64.4509843549	49.4938501815
204541_at	52.9007797437	43.3029699077
204542_at	31.8953525704	33.335881078
204543_at	35.5560208951	39.1385930898
204544_at	240.1927735854	231.9315204193
204545_at	81.6921780048	94.9501005237
204546_at	84.5778295495	300.2203544277
204547_at	143.1019437239	141.7965454573
204548_at	88.6238632456	84.8041444808
204549_at	199.8308301359	191.0043365552
204550_x_at	168.7061170083	242.9377484856
204551_s_at	29.4020667642	29.7199950161
204552_at	49.7547192448	54.7952202483
204553_x_at	89.4696619986	99.1989422582
204554_at	36.1206326701	54.7674905339
204555_s_at	74.9003315974	115.2730695872
204556_s_at	43.7743283339	42.2021382306
204557_s_at	13.8698775578	13.2052799517
204558_at	509.0222277565	596.3842795267
204559_s_at	993.9985568903	1530.3235515238
204560_at	63.7025505107	89.3447787472
204561_x_at	102.4301470029	151.4669532705
204562_at	47.3351189523	71.6559506716
204563_at	681.0564894424	860.5554169204
204564_at	64.2999593649	62.8998484847
204565_at	216.6699152307	227.1727616576
204566_at	170.3761051606	138.3396932988
204567_s_at	85.8644145271	129.8483560974
204568_at	209.0021190485	195.1778697544
204569_at	19.4627798907	16.7426678898
204570_at	63.7179549866	63.090225011
204571_x_at	1046.4718807807	1183.2418828716
204572_s_at	56.9130312002	61.5848993534
204573_at	158.2568073252	142.3874876938
204574_s_at	100.9675607664	93.9269256682
204575_s_at	22.9370715645	24.7940530585
204576_s_at	231.0555313979	195.6867354675
204577_s_at	25.7246193786	23.8663997431
204578_at	114.9935050994	92.6842661163
204579_at	32.6838424006	26.9846352904
204580_at	15.2836418803	14.4379105091
204581_at	40.539931624	54.9372819947
204582_s_at	38.3661839483	39.7175774362
204583_x_at	60.9751377287	59.5479514947
204584_at	17.3822289692	17.6162362553
204585_s_at	61.9579802365	61.175060284
204586_at	20.7954016673	21.4531124309
204587_at	424.2984577153	432.3136162513
204588_s_at	81.397074454	171.1864066228
204589_at	23.8661733238	22.1928170642
204590_x_at	71.9279654291	82.9785105791
204591_at	15.5749979303	13.9578831799
204592_at	31.742051002	29.6003421462
204593_s_at	418.6480400447	301.0576457245
204594_s_at	519.088230747	406.925237277
204595_s_at	26.0851456318	36.7105035581
204596_s_at	24.2178454257	23.6287884356
204597_x_at	18.0062968844	15.0337773055
204598_at	201.2485286528	173.7446363214
204599_s_at	507.7383622205	703.3735996939
204600_at	91.1563462387	110.3130386483
204601_at	170.387560592	147.7807937045
204602_at	33.3953938285	42.645302641
204603_at	139.0678321728	123.0039553231
204604_at	55.8546208759	75.3845992193
204605_at	160.5537007882	250.1515586693
204606_at	75.5293102576	71.1349884128
204607_at	36.6777980787	43.0647817054
204608_at	316.7025451939	275.1764208589
204609_at	21.1258920243	18.3320215021
204610_s_at	399.8956836109	481.6515120003
204611_s_at	147.4022361592	211.5857454572
204612_at	382.916005692	413.8110603895
204613_at	923.9555097346	1172.3170762838
204614_at	27.2473290222	25.9123418136
204615_x_at	1576.0655031368	2492.3253740082
204616_at	564.4506687294	626.264162566
204617_s_at	387.1133105562	350.1474308343
204618_s_at	365.5224013036	491.4216714528
204619_s_at	14.6603473527	23.0441700128
204620_s_at	54.4466114987	168.1910261029
204621_s_at	51.0690662036	53.0077508071
204622_x_at	142.6455218277	167.0829063558
204623_at	52.9842081642	64.3274179694
204624_at	134.3862108994	116.5951774105
204625_s_at	33.0753077524	38.8862469299
204626_s_at	52.679713026	100.4985069259
204627_s_at	119.8052259122	800.7034243764
204628_s_at	132.1072018568	829.1273207992
204629_at	134.6463856847	156.8556052137
204630_s_at	871.1431677151	1198.5325465676
204631_at	17.3235107482	17.1315355584
204632_at	132.8268135837	165.9071779942
204633_s_at	265.4826651198	253.1641592957
204634_at	209.6641489165	380.2055790362
204635_at	118.367474324	79.2420810193
204636_at	38.3113151015	41.6789590567
204637_at	24.424709271	27.9798071012
204638_at	64.5360478275	65.4159852613
204639_at	1205.9936616359	929.4882075604
204640_s_at	323.779438329	402.771537283
204641_at	302.4883285975	367.1230286177
204642_at	16.2507611524	15.7978746054
204643_s_at	144.3089220065	198.4291983061
204644_at	97.6036723544	105.6535880664
204645_at	259.9696927732	255.7538653371
204646_at	132.2745848586	177.8956398362
204647_at	65.4406494845	74.6882796855
204648_at	150.9444405633	162.8119567117
204649_at	313.6336295634	307.8668608845
204650_s_at	120.5568270164	128.4820335736
204651_at	243.8204340486	291.4209773521
204652_s_at	131.751004617	173.5574645524
204653_at	24.3836773621	22.8322990379
204654_s_at	17.6467488238	24.9323078569
204655_at	45.2097147651	262.5360181951
204656_at	82.945212632	89.7224035666
204657_s_at	60.9012171938	67.9949375954
204658_at	344.7006222328	543.1266027286
204659_s_at	125.9207580983	135.7745210344
204660_at	207.63730147	207.6060272311
204661_at	244.3403668089	206.5532409066
204662_at	421.6179753207	473.264521911
204663_at	209.5936645115	176.9843847702
204664_at	21.8376850996	23.7432489282
204665_at	16.2730024368	17.8371130338
204666_s_at	18.9218536812	17.1474180636
204667_at	18.3366543984	18.1553815371
204668_at	103.413453623	83.7232027652
204669_s_at	738.5442535066	865.5655249612
204670_x_at	2572.3026305072	4162.541072674
204671_s_at	99.9737177167	75.1494553361
204672_s_at	21.7989219616	24.2724046808
204673_at	48.7500226392	60.8671576873
204674_at	413.9833296572	447.8513280579
204675_at	603.1176074394	437.1526139447
204676_at	242.6737078338	172.8281830448
204677_at	18.7233403705	20.6590247258
204678_s_at	27.9636023651	28.0608815785
204679_at	17.6132031494	18.1311759961
204680_s_at	28.6587068875	27.0891099304
204681_s_at	26.4455120614	23.8802546794
204682_at	52.2265568171	63.4305767201
204683_at	169.0450701054	179.5469887737
204684_at	32.5928899585	40.1420825023
204685_s_at	48.6463623294	56.1271982632
204686_at	37.1822307029	43.6512708059
204687_at	29.8767347523	40.366100777
204688_at	16.4300613398	15.8905376221
204689_at	795.0618373831	621.0365124749
204690_at	526.6524069378	666.0927592751
204691_x_at	213.3775126307	224.5091312178
204692_at	222.8308332557	265.2001724703
204693_at	36.6975719407	40.4840671567
204694_at	24.9521096137	23.9368417166
204695_at	508.0667387962	790.2616278975
204696_s_at	102.1893675961	98.7528662828
204697_s_at	39.4809266897	40.5996520135
204698_at	43.3653388539	39.9839387204
204699_s_at	219.3931002414	208.4110880634
204700_x_at	288.1672966443	284.1715249697
204701_s_at	83.3952380928	91.9207572559
204702_s_at	47.8772581231	49.4337709334
204703_at	184.8744941697	212.3265583903
204704_s_at	11.080472208	10.6018178523
204705_x_at	29.8990690546	35.0383526204
204706_at	395.3482988401	367.4436208122
204707_s_at	33.4958157988	33.0212898993
204708_at	28.1977748582	30.5887397301
204709_s_at	187.4837249987	170.4291093138
204710_s_at	485.2570669107	415.6705847307
204711_at	182.4890929257	180.0922000252
204712_at	17.430444123	14.463024251
204713_s_at	25.0179600772	26.3916639132
204714_s_at	29.1549650468	25.7760216201
204715_at	62.0148877495	97.2319591254
204716_at	225.0236151189	207.3659972993
204717_s_at	94.9790238896	117.3480677389
204718_at	97.4239777308	92.0890103541
204719_at	11.9647394642	12.0282564521
204720_s_at	1333.8690101719	1926.580744952
204721_s_at	16.7821834214	16.5020394717
204722_at	26.4269437532	23.2725581183
204723_at	18.6741980302	18.9410763033
204724_s_at	44.865237098	40.4415630306
204725_s_at	170.3381084843	164.030316614
204726_at	17.0363718581	16.3887515817
204727_at	73.2038333707	52.4770774368
204728_s_at	244.5348668528	290.6806151598
204729_s_at	61.0386177189	78.1858669477
204730_at	77.4347667422	63.2673656665
204731_at	17.5296378023	17.7300323566
204732_s_at	22.6625810798	18.2261137628
204733_at	34.2129841371	31.3166613126
204734_at	34.0567361173	31.114247628
204735_at	72.4854248117	88.6409379949
204736_s_at	29.8809018079	27.9908888098
204737_s_at	25.4648626421	31.3891157327
204738_s_at	88.4961351734	109.6764574356
204739_at	180.4048172166	176.4397989736
204740_at	42.8957192145	54.46782994
204741_at	102.5238624143	119.6193084462
204742_s_at	106.0275293732	128.1028950521
204743_at	68.0397145827	66.7110376083
204744_s_at	4566.6758805339	3529.1156015428
204745_x_at	172.2657859053	235.4214391039
204746_s_at	108.3938132343	132.9354681957
204747_at	98.3423128316	113.1016869848
204748_at	87.8646149184	248.5192074625
204749_at	255.7068184303	400.0020725913
204750_s_at	14.4327316089	15.1409714031
204751_x_at	13.7440844089	14.0028943983
204752_x_at	480.6975572436	398.2879351196
204753_s_at	80.2370077754	38.4051601125
204754_at	62.4133252679	44.2433972064
204755_x_at	53.3806597818	33.3678876108
204756_at	254.2925195634	261.2598121942
204757_s_at	123.6679203222	137.0701966799
204758_s_at	30.3139063414	35.101861909
204759_at	412.4395677016	893.3047987305
204760_s_at	41.2586860864	32.9236275149
204761_at	165.7578308695	110.9072885913
204762_s_at	22.9417863844	30.0563441123
204763_s_at	129.276336063	155.8626352737
204764_at	41.9733122772	46.4999146948
204765_at	48.3690974275	37.8019360264
204766_s_at	623.355355954	962.8545703937
204767_s_at	6061.1314912073	6449.4497069891
204768_s_at	426.1146599987	488.2311645995
204769_s_at	135.4509933583	172.0531753811
204770_at	36.7778037506	35.3288017626
204771_s_at	419.0606123808	390.8939240553
204772_s_at	97.6181837201	73.5204695398
204773_at	105.1400485373	80.8763955847
204774_at	295.8730690217	333.5884136245
204775_at	190.1700892352	180.3048353008
204776_at	88.3964790924	102.1677248658
204777_s_at	27.3153233235	26.1905218073
204778_x_at	21.5858531366	19.6194967627
204779_s_at	32.5078289956	28.2241657112
204780_s_at	51.7030768998	50.6485352322
204781_s_at	33.4415695585	33.198541658
204782_at	16.5808088079	16.9420686759
204783_at	17.2099958058	16.7120352955
204784_s_at	22.5831607574	20.4984631606
204785_x_at	276.2256888196	353.2700582084
204786_s_at	303.3836005097	375.9176398725
204787_at	47.2383490648	53.0205190986
204788_s_at	351.3657492963	320.7751931247
204789_at	125.9529190579	131.0237054666
204790_at	112.1118344509	74.449925638
204791_at	212.2820454088	168.8806197129
204792_s_at	32.251826211	39.165500751
204793_at	26.4916319222	26.6904513165
204794_at	263.9369675383	269.4833466254
204795_at	75.0212238393	111.2045373665
204796_at	13.4572353056	14.3648476214
204797_s_at	13.4153332421	14.7514804216
204798_at	3141.2067651472	3697.6767843926
204799_at	201.1296554417	168.278237064
204800_s_at	51.3079438346	53.8929754125
204801_s_at	59.4070557477	50.3337017416
204802_at	19.2350271974	20.2357237875
204803_s_at	46.7306770919	47.6942521468
204804_at	104.412070062	191.3319293659
204805_s_at	592.7576401449	956.2651301663
