	d4Lin-_1	d4Lin-_2
217487_x_at	30.758512477	25.1017694513
217488_x_at	25.8043701893	21.8103161088
217489_s_at	14.3347528904	15.1981980346
217490_at	102.070673174	115.6509489467
217491_x_at	2676.8126034639	3604.9377907738
217492_s_at	607.4380773179	513.6409194723
217493_x_at	117.828425216	118.816546478
217494_s_at	18.7839570223	14.550149042
217495_x_at	42.4123757662	55.9826724707
217496_s_at	236.7956003479	255.5787576772
217497_at	30.0813016107	29.2011406002
217498_at	24.4162489768	22.0198088431
217499_x_at	269.7102087486	341.0819767617
217500_at	19.0276670659	20.9831474984
217501_at	356.0244321591	305.9657999668
217502_at	52.3300310338	46.6587863645
217503_at	17.2706186402	18.6088230819
217504_at	15.3803863892	14.0952514687
217505_at	14.008273771	12.7070458264
217506_at	42.581654932	23.4486034389
217507_at	24.2526234026	30.6913343576
217508_s_at	103.8243825584	103.8989160582
217509_x_at	283.3300159409	306.2877916421
217510_at	36.0775904356	30.5006805047
217511_at	72.8412264372	73.6265356603
217512_at	17.8000180003	17.2060691681
217513_at	34.8549213036	47.9022847466
217514_at	29.0390908898	35.190703229
217515_s_at	39.497971341	41.784292697
217516_x_at	195.4928270842	239.0791045932
217517_x_at	100.2358253637	116.0648218874
217518_at	34.7635166942	39.5816093359
217519_at	15.1388369892	12.9159699871
217520_x_at	409.4815548905	404.5321533534
217521_at	62.022065448	45.2265865486
217522_at	15.6929094142	14.6820241387
217523_at	97.2129901759	92.5665933182
217524_x_at	12.4819893534	11.7729146538
217525_at	11.4422494661	11.1718030327
217526_at	686.2363312947	569.3054673922
217527_s_at	1292.8512889153	1013.9304090461
217528_at	15.6254927916	12.4705888746
217529_at	276.4474576109	205.5554011472
217530_at	22.5598415777	22.80557187
217531_at	15.3234911233	13.9574179622
217532_x_at	18.1550235082	16.6941394344
217533_x_at	16.9066525917	16.0269610348
217534_at	47.3064621323	42.4902428682
217535_at	25.4862356158	22.0018133144
217536_x_at	28.0877334497	26.7585099077
217537_x_at	13.8584151939	14.3140460625
217538_at	61.2075792973	41.2622467007
217539_at	68.5430537146	97.6281610662
217540_at	27.1216314985	33.8688255854
217541_x_at	32.2771407021	35.3387755734
217542_at	74.2552747334	96.2700641899
217543_s_at	111.1643627836	115.0824331897
217544_at	32.759459618	35.6343841347
217545_at	66.0867859886	71.9269954899
217546_at	19.5711506487	16.3159560714
217547_x_at	14.0869894341	16.2056125374
217548_at	53.8965162453	47.2412992654
217549_at	168.0961778156	172.4393629269
217550_at	143.8365581183	173.9632456943
217551_at	19.1212276453	17.0565640862
217552_x_at	14.8152298817	14.0669643116
217553_at	35.1631730078	43.7240669701
217554_at	72.1300562157	35.3230262017
217555_at	175.4572985077	158.9363729395
217556_at	18.366412134	27.5124028249
217557_s_at	83.2336427822	97.2985217082
217558_at	15.7530031504	13.3264266338
217559_at	57.3602129882	44.2597363862
217560_at	90.1280959458	91.0578596026
217561_at	16.1113318244	15.6708974938
217562_at	13.3716510025	12.391001281
217563_at	26.1597511142	26.9690066277
217564_s_at	14.9178594374	16.6065099051
217565_at	20.8481589954	21.3880002089
217566_s_at	15.2759363862	13.4954938339
217567_at	27.0036946568	29.5014111584
217568_at	15.4442215775	16.1782790128
217569_x_at	32.3913292499	33.7650525654
217570_x_at	21.5742106782	22.3854220806
217571_at	19.9007361662	16.6711006429
217572_at	30.7157061583	26.0611481051
217573_at	93.7583926858	94.8093016386
217574_at	13.7283497812	12.955792408
217575_s_at	14.6271544383	13.5186070817
217576_x_at	72.4150264902	94.6723508212
217577_at	13.8850811902	13.2045992479
217578_at	15.1079695816	12.1676517767
217579_x_at	218.6295421658	255.9830120401
217580_x_at	31.4503656717	37.5852212097
217581_at	43.4607597105	42.2179456237
217582_at	17.3076800335	17.9855939941
217583_at	16.2490545886	15.4231252978
217584_at	18.1056048348	14.1285387877
217585_at	15.9799088491	13.9299140125
217586_x_at	259.1236203656	170.5563591525
217587_at	25.2303472727	28.3940981069
217588_at	135.2985913153	122.5241246113
217589_at	25.6325151777	25.9933659774
217590_s_at	21.0038984727	22.7341951543
217591_at	154.5587129958	133.7192784334
217592_at	19.6920152848	20.5925464148
217593_at	82.9810864319	84.0973139835
217594_at	17.1495202299	16.8150963485
217595_at	15.8939536061	13.9334473048
217596_at	58.4680486678	41.4336090737
217597_x_at	165.4640366866	156.2991510175
217598_at	55.0669422762	49.1228764647
217599_s_at	37.2596042169	39.257680004
217600_at	54.7320667985	41.7343463076
217601_at	57.0717625783	59.5330613993
217602_at	130.0895507843	80.3125665612
217603_at	196.0200584082	92.8786745719
217604_at	91.194674277	86.5736101601
217605_at	28.6736479256	25.1485714125
217606_at	36.2199898604	39.5177257467
217607_x_at	26.7525761988	33.9481176756
217608_at	106.3686361773	91.8081906869
217609_at	40.2769460812	33.2961031534
217610_at	298.1302818991	189.9468956185
217611_at	37.9121954856	36.5474515546
217612_at	116.0615213822	123.3480749917
217613_at	20.6123494461	14.8586377404
217614_at	52.9055864189	63.6779604095
217615_at	72.6082340208	50.7636481753
217616_at	16.5111545545	24.1695747021
217617_at	45.0408530472	106.9328904723
217618_x_at	117.2766028801	112.3943058575
217619_x_at	175.2584123194	157.8115333087
217620_s_at	101.1241828892	134.1194715044
217621_at	12.9678441916	13.8905383588
217622_at	193.1528486532	156.5863711702
217623_at	17.603113737	15.5792540239
217624_at	21.1151709342	21.6868250086
217625_x_at	67.1692702996	73.0742494576
217626_at	34.6349261636	38.4441467886
217627_at	255.0834030106	179.43596835
217628_at	27.1615730452	21.5610127962
217629_at	27.1663750513	28.5405394616
217630_at	67.9636487442	58.0432945793
217631_at	139.1784936746	101.9516312872
217632_at	16.3705260686	14.8075051229
217633_at	36.4530482011	30.0447318903
217634_at	28.0910926114	34.0352936267
217635_s_at	166.3274796687	189.9864232254
217636_at	40.2421102611	43.5101559536
217637_at	38.0735907618	35.4410806312
217638_at	26.4682516778	29.7407103338
217639_at	21.2077529243	16.3319266154
217640_x_at	35.3572672273	34.2742447333
217641_at	23.8421710215	21.7899856203
217642_at	65.0883734521	79.7368407369
217643_x_at	35.6518114428	22.5806080948
217644_s_at	35.1757712911	36.3273870564
217645_at	223.6888368658	186.6895562797
217646_at	93.3726090414	74.7918497396
217647_at	71.4510306738	55.4033315054
217648_at	16.5891267193	13.1913806205
217649_at	19.5536682962	17.8172955742
217650_x_at	382.7292250459	496.1245462787
217651_at	30.999283777	19.9515491335
217652_at	32.5826825086	32.2126025199
217653_x_at	420.1042711999	287.1543205734
217654_at	18.1066581295	18.5627630996
217655_at	30.3987340916	35.3580305609
217656_at	144.5664143402	97.5865793727
217657_at	28.9653872157	25.1660928377
217658_at	67.7355186687	66.8619429522
217659_at	27.4397574131	25.4779459969
217660_at	86.7609364113	77.0518625019
217661_x_at	66.5459232911	79.4486976804
217662_x_at	25.8193021623	20.9347287042
217663_at	21.3647440636	19.6574142718
217664_at	31.5945827986	31.0146727708
217665_at	168.6714340098	184.753164532
217666_at	21.2164067464	21.923257896
217667_at	79.0101221633	65.6943593267
217668_at	41.1337166524	41.652381737
217669_s_at	21.3604472602	21.3488651636
217670_at	18.8634534287	17.383707855
217671_at	94.5116617064	60.9994549265
217672_x_at	131.7547040749	114.2282707482
217673_x_at	1063.4196150151	904.952011266
217674_at	19.4782316949	18.6380468129
217675_at	21.836820736	20.4173117553
217676_at	31.1219169065	36.7254523787
217677_at	43.0709377198	36.2155153738
217678_at	20.8138725723	19.2326846501
217679_x_at	939.2075455989	831.3285370137
217680_x_at	94.3610553797	101.894439097
217681_at	34.2470125603	34.2395894839
217682_at	132.7008914496	103.5524344447
217683_at	35.6032942487	30.3436928112
217684_at	31.9377549932	29.2729956089
217685_at	47.6994543674	56.8144047106
217686_at	33.127927704	32.3518863499
217687_at	24.9132192908	22.2925471625
217688_at	24.2422865	27.3139159235
217689_at	23.5082071603	20.1267174192
217690_at	154.7697932946	98.0412641494
217691_x_at	234.2378448148	405.6580285183
217692_at	27.0107449365	17.7447620868
217693_x_at	174.1209616111	148.7802013485
217694_at	11.2480666053	13.1533233774
217695_x_at	35.1185261886	36.0943161075
217696_at	170.2907196215	185.0197223866
217697_at	16.4707526997	15.264741611
217698_at	11.8260679906	12.7973700306
217699_at	17.6021458195	17.6541365832
217700_at	105.753321988	99.3021342395
217701_x_at	20.280626061	16.5338712504
217702_at	45.9005806984	62.0453927447
217703_x_at	545.675230711	530.3761250267
217704_x_at	42.4619766685	30.1697429997
217705_at	14.225080326	13.5203628644
217706_at	67.8409760919	67.3131996597
217707_x_at	1010.7883958075	1271.2328122883
217708_x_at	72.1765406569	82.4370859172
217709_at	13.7612917538	14.0026195035
217710_x_at	78.7066262842	83.6536679769
217711_at	50.7140687566	60.7298417265
217712_at	31.1722903838	19.030931402
217713_x_at	158.3534996834	146.2432200778
217714_x_at	176.0538933329	223.2118843958
217715_x_at	140.0687726597	114.7194015856
217716_s_at	912.2349812061	825.1956544727
217717_s_at	951.4705999428	1298.378671805
217718_s_at	7413.4553420458	8024.2360392169
217719_at	12296.0660889061	10114.9868153848
217720_at	2454.4818945248	2683.6419250445
217721_at	68.9937168144	75.8878819492
217722_s_at	496.4967702837	622.769797541
217723_x_at	104.6871512647	119.5768629213
217724_at	6528.2377224537	4655.7485906139
217725_x_at	1450.2448327704	1709.4491273069
217726_at	623.9925680933	707.0368959675
217727_x_at	3429.7622203451	3184.7670503765
217728_at	463.97675501	760.7660364452
217729_s_at	169.3023458048	147.0167264998
217730_at	572.7215530361	692.8815997501
217731_s_at	1311.2311235323	2013.2836730798
217732_s_at	1234.3845021305	1640.2080582777
217733_s_at	7460.448428365	9239.1741180043
217734_s_at	1063.4170124025	1535.2735459512
217735_s_at	149.3694821936	203.7502055978
217736_s_at	1707.39900283	2699.4280467861
217737_x_at	650.7053205114	849.0964063026
217738_at	166.7490295038	173.5512535014
217739_s_at	294.9426506439	231.7330767861
217740_x_at	24112.3164488794	18424.6498487246
217741_s_at	493.0625090756	551.0334918549
217742_s_at	517.3334699176	878.5369819039
217743_s_at	234.2115854003	341.8998305231
217744_s_at	16.9487228838	13.9729797418
217745_s_at	2643.2233574747	2358.4468980986
217746_s_at	933.6709772684	1052.2703330893
217747_s_at	6932.603114034	5897.3149398528
217748_at	227.2027403862	289.6577049128
217749_at	108.6286889702	201.0740247343
217750_s_at	699.6202179602	1021.9423102377
217751_at	681.601100937	949.9671473036
217752_s_at	1585.2552945498	1844.3656562336
217753_s_at	5699.1796034152	6968.6720056624
217754_at	249.5859579073	249.6333675038
217755_at	609.1435492908	883.109229869
217756_x_at	1094.137525725	1263.3047598317
217757_at	33.180267222	111.3565452387
217758_s_at	942.7539465883	1056.8488076724
217759_at	708.1598094352	463.4935891593
217760_at	344.9207906461	356.0881556579
217761_at	1030.6748537127	1261.6494588632
217762_s_at	321.4248326431	659.9464443817
217763_s_at	143.0450101937	264.7524002908
217764_s_at	454.0428982689	663.7536608647
217765_at	236.509318652	243.0002281758
217766_s_at	597.5030809174	817.0388703893
217767_at	51.1057942541	197.2058896805
217768_at	5118.8892654054	4374.0902284383
217769_s_at	2092.5454067711	2288.3648392007
217770_at	301.5188414762	266.7333719766
217771_at	312.6530940839	326.5323841846
217772_s_at	1968.6949939587	2141.620751148
217773_s_at	1796.0129140524	1639.5372035749
217774_s_at	2726.3345998652	3410.5860451355
217775_s_at	389.2077273153	701.6120195531
217776_at	2231.4133616124	3034.4174418464
217777_s_at	242.663486877	205.8928439092
217778_at	111.1281876068	166.3639204849
217779_s_at	3678.4428676594	4010.7439857421
217780_at	1073.5113803785	1198.480792024
217781_s_at	315.8370779464	500.7269966076
217782_s_at	251.9585749434	283.3261562428
217783_s_at	839.6583370501	1088.9621919207
217784_at	328.1416606116	437.7699867838
217785_s_at	59.6855920852	56.339272127
217786_at	524.0245250424	331.4582884643
217787_s_at	191.8862567529	149.2977763446
217788_s_at	1592.6956500921	1786.793857739
217789_at	575.9044272615	657.7804359416
217790_s_at	72.5563165485	73.6377291273
217791_s_at	388.541406047	412.7695496259
217792_at	665.3539462819	573.962952446
217793_at	97.9201339941	100.3578058492
217794_at	636.6938640179	836.3367662909
217795_s_at	280.8221766759	295.110781255
217796_s_at	366.8091146593	469.6083882064
217797_at	2162.93950005	2128.9387723405
217798_at	490.2904345	500.6145696904
217799_x_at	120.7268343239	134.6233690873
217800_s_at	212.9586571951	241.9473908055
217801_at	3880.3842793057	5132.0226958851
217802_s_at	2997.6050467021	3320.0636006763
217803_at	1083.5514374636	1947.302414124
217804_s_at	844.3846079298	958.7429293388
217805_at	386.3914628104	460.1407793679
217806_s_at	622.3295649321	578.4244348321
217807_s_at	13159.8401139741	10039.302869914
217808_s_at	235.2228807933	221.3171443957
217809_at	2609.9295031434	3350.0968869324
217810_x_at	812.2635703497	756.6894005123
217811_at	123.0510400886	188.3724143832
217812_at	1656.0235124854	2282.4297445127
217813_s_at	148.2341312104	96.3573961799
217814_at	793.2292578457	829.7320215589
217815_at	1086.0532123026	1315.9611310614
217816_s_at	1100.2420788943	1343.3558570454
217817_at	816.4804187978	1602.4836072931
217818_s_at	135.4067900518	181.9795812125
217819_at	782.5208001446	831.8529917175
217820_s_at	33.5744471906	31.8227451172
217821_s_at	242.9956614651	200.2075626054
217822_at	1278.6300884605	1380.9197447653
217823_s_at	931.8433212997	1627.1776108672
217824_at	122.7158735874	140.8748806121
217825_s_at	281.4448776944	353.5116923741
217826_s_at	267.3703133575	640.6873378855
217827_s_at	1076.7157028273	1639.2101391934
217828_at	1578.8201415578	1724.3552185636
217829_s_at	306.3127310361	287.4065159247
217830_s_at	334.9288151118	265.9608937452
217831_s_at	202.7797151311	182.7586793341
217832_at	1325.280406671	1741.6369002913
217833_at	1572.8101542527	1602.235279084
217834_s_at	1091.304081112	1063.4902450455
217835_x_at	1549.9979125062	1656.2155144774
217836_s_at	843.1210420955	699.4072507131
217837_s_at	477.0959135014	345.7858641828
217838_s_at	223.4920510735	249.340844174
217839_at	1689.0251245857	2317.742393794
217840_at	839.773160308	869.9270181699
217841_s_at	444.4264912542	591.3653556224
217842_at	1315.4985027153	1320.0865933098
217843_s_at	737.4680639495	820.6274452457
217844_at	203.889138351	274.3195824808
217845_x_at	2938.7369863085	3594.7555176496
217846_at	3003.3896327544	2360.3238414713
217847_s_at	55.0724547504	90.9077939737
217848_s_at	4105.1556204965	3081.5367109701
217849_s_at	30.2988491903	30.6633988612
217850_at	1188.685078575	1429.7498591886
217851_s_at	506.8984755189	672.0807905759
217852_s_at	3717.0048428632	4079.4556211213
217853_at	488.4842322468	443.6491601846
217854_s_at	1050.2610173858	891.5019300198
217855_x_at	446.6506059419	588.0028318456
217856_at	136.3958293372	132.8728105946
217857_s_at	153.2079050511	108.2216454476
217858_s_at	224.3557698134	447.7064426873
217859_s_at	22.6698431395	20.6998139503
217860_at	756.2498967258	758.7934895246
217861_s_at	347.2313469899	400.4598462726
217862_at	310.8287281868	232.9831052532
217863_at	272.610264659	350.9106116455
217864_s_at	550.3259691591	635.7917853274
217865_at	790.5663670321	1081.1276432907
217866_at	527.9732561909	725.3847655226
217867_x_at	108.1572728029	98.4176208583
217868_s_at	2404.4682545339	2583.3528403751
217869_at	2419.3740392013	2468.9002805643
217870_s_at	1578.4834252594	2751.7501906873
217871_s_at	1502.6866301816	1759.3185096454
217872_at	606.9026167527	929.7026856905
217873_at	1170.321144809	1283.9750435234
217874_at	1768.1601698579	2061.466004476
217875_s_at	42.3615575303	45.6496978113
217876_at	64.7745543193	63.655161806
217877_s_at	211.3810699991	373.5342745575
217878_s_at	897.6481994214	993.8118510246
217879_at	521.3505568435	656.5260778801
217880_at	860.9861065456	1058.8476688873
217881_s_at	158.1717903626	162.737505002
217882_at	349.1392009984	354.105399083
217883_at	3344.9291459869	3488.4525305271
217884_at	1097.0801450106	1122.1311843376
217885_at	759.6698836914	795.2909686297
217886_at	662.5201569506	661.6261612854
217887_s_at	767.2926349447	765.2201067802
217888_s_at	332.211936918	436.7263754774
217889_s_at	161.3531782333	147.9977777506
217890_s_at	22.4924197856	29.6514075954
217891_at	152.8702602913	158.2845445388
217892_s_at	362.107160652	902.7008077684
217893_s_at	332.4460604868	338.1182591554
217894_at	81.5098016793	102.9378817026
217895_at	685.9652876867	878.6792809689
217896_s_at	331.7828074449	226.4997910526
217897_at	64.6647785203	49.6854007669
217898_at	1107.5108052789	1423.7887834867
217899_at	335.3073996214	370.0011955604
217900_at	1124.3394392378	1004.9756376217
217901_at	228.4612547293	205.7945563811
217902_s_at	1013.3452633259	1652.5953006735
217903_at	72.1075006057	92.1437396757
217904_s_at	53.2606137335	63.7647562162
217905_at	532.2934338166	559.7707142846
217906_at	637.2703726743	460.7368491739
217907_at	925.2161318909	1409.420968829
217908_s_at	520.1070906563	667.0426256725
217909_s_at	249.9910181756	224.3312023662
217910_x_at	571.8756230388	717.2621947419
217911_s_at	93.7109137139	195.6531404788
217912_at	456.2057784762	452.360257016
217913_at	490.3329956222	455.1247999839
217914_at	259.8192584178	264.4280740783
217915_s_at	721.3751862352	565.3598608672
217916_s_at	733.5165936223	735.923674166
217917_s_at	971.3579016773	1210.3455323656
217918_at	781.3619936526	1131.9764655258
217919_s_at	317.4035274569	259.5073038892
217920_at	81.8587961547	82.5306455214
217921_at	40.625549288	25.6052233302
217922_at	476.208391399	633.6689092314
217923_at	304.0326309981	396.393580972
217924_at	129.8401546195	149.0863819982
217925_s_at	499.9159141652	881.130642327
217926_at	869.8175026766	688.0666482434
217927_at	2069.4376796255	2361.234046798
217928_s_at	465.4330094642	606.7533254176
217929_s_at	145.7792298125	136.7097696669
217930_s_at	51.0742198357	66.456615307
217931_at	378.7576863396	479.530021629
217932_at	418.4458060453	381.9388172218
217933_s_at	1040.0208123092	1010.2121545011
217934_x_at	626.8061854887	777.2295370179
217935_s_at	252.8945884501	247.093537861
217936_at	45.3783063502	71.9110882356
217937_s_at	290.4952364724	303.6884268015
217938_s_at	3007.8718620445	3169.8496051717
217939_s_at	286.683578322	408.6739390407
217940_s_at	471.1899558622	615.2583037774
217941_s_at	857.0775203032	1414.8184440791
217942_at	722.1164486959	897.7494428549
217943_s_at	228.4417446543	275.5027280791
217944_at	138.9746243665	107.9089473419
217945_at	967.9869975019	1036.5248365189
217946_s_at	731.6898359518	990.2306467866
217947_at	1653.4741728561	2127.493351173
217948_at	84.0119136505	91.9958438061
217949_s_at	499.6380434401	656.533037187
217950_at	793.9068641981	1090.9068681455
217951_s_at	114.5004556007	127.9833598424
217952_x_at	498.8730915157	623.9613503605
217953_at	19.8841753014	23.1712988231
217954_s_at	877.8737878118	1102.0892419975
217955_at	221.5726557002	213.0387004493
217956_s_at	1261.4366700166	1540.3442262119
217957_at	1347.0905240696	1486.6311340718
217958_at	1067.823840739	1059.0378894272
217959_s_at	572.4892286684	382.7495092055
217960_s_at	148.4815064917	147.5101754352
217961_at	605.9060635085	563.6106386694
217962_at	1462.7812608253	1849.4243000556
217963_s_at	5647.9511769625	6799.919059813
217964_at	1132.2722273671	1030.4828086767
217965_s_at	225.986182099	205.9793712874
217966_s_at	299.6215956388	473.6475686598
217967_s_at	415.0628783748	406.5285332268
217968_at	358.0382073143	294.5048792663
217969_at	1634.8029070999	1842.5094260869
217970_s_at	326.6067398954	323.590849925
217971_at	707.327383985	1114.2818507146
217972_at	878.5001497942	891.414243478
217973_at	595.8948512585	511.0828527668
217974_at	302.3448929036	259.4477836914
217975_at	533.11221879	1252.0702612206
217976_s_at	395.2132092847	461.9806656126
217977_at	320.2617361298	427.1005809838
217978_s_at	820.6787691129	973.6675121273
217979_at	1020.662259316	1576.0050600258
217980_s_at	991.2995855517	1111.8584864628
217981_s_at	367.5785294219	514.5553288211
217982_s_at	6505.244123212	5483.439155487
217983_s_at	557.7165853429	597.5031880827
217984_at	674.8126658379	900.5532900377
217985_s_at	396.797991989	371.4195255646
217986_s_at	530.1654703772	675.3309305181
217987_at	1165.2968902836	1376.5707474815
217988_at	857.5182057463	728.5398922266
217989_at	1088.2253953624	1043.7866321672
217990_at	411.7465761943	490.3862494989
217991_x_at	79.9104198422	84.1420005929
217992_s_at	462.6353065971	641.4107568565
217993_s_at	1230.1598500051	1978.5725384937
217994_x_at	284.2371649799	279.1562603473
217995_at	253.2108887818	242.750256396
217996_at	26.3073163484	19.2094254994
217997_at	29.7183132639	33.9525192549
217998_at	40.5393035307	35.5537208207
217999_s_at	19.9279506914	18.7908144025
218000_s_at	58.7986254265	52.2005044264
218001_at	383.3523582456	344.7422939283
218002_s_at	22.0599286927	23.9474808861
218003_s_at	1442.0064077209	1662.2682316621
218004_at	282.4003240091	333.1637426709
218005_at	1427.6877423542	1409.2263559533
218006_s_at	556.1381431867	538.3248474211
218007_s_at	1697.3766544286	2564.0582444204
218008_at	389.5523340555	842.3925862696
218009_s_at	1410.851056487	1910.0182842946
218010_x_at	71.4162145921	75.2456541057
218011_at	1802.3032789375	1978.0116387199
218012_at	146.1401429711	224.5817092732
218013_x_at	75.1597823897	81.2020753311
218014_at	680.4703597183	872.3510237416
218015_s_at	32.8401269412	31.3005013289
218016_s_at	461.9582121942	395.5330184276
218017_s_at	583.7232813744	503.8188158486
218018_at	276.6899531362	328.3213443737
218019_s_at	349.8238922625	469.2371128557
218020_s_at	125.984408677	153.1998502491
218021_at	318.4030780907	400.344151026
218022_at	374.6715218117	409.8671466629
218023_s_at	494.8081493828	462.2969923762
218024_at	897.0402545369	997.9503529181
218025_s_at	624.0378235011	439.0590768297
218026_at	877.5119681838	1158.0345042427
218027_at	649.3749522282	546.7936757539
218028_at	217.4928869802	172.2802768792
218029_at	148.9353684322	151.2628848485
218030_at	163.2605433159	197.8943789722
218031_s_at	417.24358083	484.0006257056
218032_at	147.3517122391	171.5441068997
218033_s_at	21.3898853578	21.4318490515
218034_at	553.2267419106	586.8696881984
218035_s_at	50.191768736	131.9496191708
218036_x_at	85.9053677253	63.8351366868
218037_at	357.4562511035	498.4057420302
218038_at	396.1752436616	391.8695079529
218039_at	4274.0232150445	4134.1090698846
218040_at	282.7647571543	234.8038252537
218041_x_at	1360.9215512869	1575.4229695658
218042_at	898.3667520768	1036.6518242932
218043_s_at	157.2415299526	144.0261490173
218044_x_at	42.2470905068	43.3175198999
218045_x_at	49.8269647844	54.8186654044
218046_s_at	383.9051789238	329.4398861287
218047_at	1333.878034791	1421.7625177117
218048_at	1191.2399753972	1707.6903910407
218049_s_at	309.6478486674	259.6028568821
218050_at	429.1379866309	544.9034328264
218051_s_at	326.7524961193	317.4198941047
218052_s_at	504.396141024	510.4408198377
218053_at	3056.9964420251	3359.6684105024
218054_s_at	34.0132153486	35.0629553251
218055_s_at	731.8727284722	1039.6415844141
218056_at	467.0918227662	498.4412334709
218057_x_at	530.0305521474	512.6603787267
218058_at	477.101726267	457.989125384
218059_at	1546.9064480949	1365.1597737427
218060_s_at	187.275493379	175.9905076213
218061_at	894.5657016431	1403.3823133527
218062_x_at	141.846362047	171.4177056795
218063_s_at	50.9818041498	46.2092344303
218064_s_at	151.868521665	162.6100411418
218065_s_at	432.8538850986	513.5094310972
218066_at	461.210487954	400.2719194821
218067_s_at	1524.6355291173	1838.8797030411
218068_s_at	378.7846388337	592.8049748467
218069_at	2262.676449859	1853.1078131444
218070_s_at	209.605111916	230.4461076852
218071_s_at	343.0506318276	370.9784495137
218072_at	410.5223413659	465.3766143099
218073_s_at	95.2973643293	64.0589044223
218074_at	717.6579754668	849.0397397266
218075_at	236.6389934362	234.326948445
218076_s_at	382.2910065867	481.7445470389
218077_s_at	103.0470599709	108.932872123
218078_s_at	217.5683546554	199.0526080405
218079_s_at	713.5649701794	892.4265304011
218080_x_at	469.5908658876	453.7362305838
218081_at	219.8111928169	306.7567263452
218082_s_at	1015.9938006158	1446.0699761906
218083_at	281.2489347809	340.3315838661
218084_x_at	734.8514567554	980.4856436922
218085_at	858.368271717	1068.1811958928
218086_at	151.7260949988	119.9892893792
218087_s_at	36.5660617731	27.1438625391
218088_s_at	690.1005430699	693.7064631369
218089_at	346.5839516002	435.4235571954
218090_s_at	483.4186119247	570.8591787461
218091_at	503.3821547455	669.6757270934
218092_s_at	304.8165168899	358.4151715737
218093_s_at	406.8448628134	484.9541720089
218094_s_at	82.0626542571	115.9207279929
218095_s_at	1078.3195473066	1130.3694316705
218096_at	1089.9138563843	1130.7423141918
218097_s_at	1015.2326586225	1019.4700482908
218098_at	279.882232288	379.7216511221
218099_at	354.5988049543	398.0452178928
218100_s_at	378.4350171385	396.5532272303
218101_s_at	1880.9825171913	2293.6700017467
218102_at	746.447352676	712.7007145793
218103_at	713.4522808096	729.5335912198
218104_at	901.0518647676	798.034935733
218105_s_at	320.0497112808	317.784139128
218106_s_at	863.7402395935	1217.6019497459
218107_at	612.1162802814	1316.3227556771
218108_at	963.6572271939	1112.3755786871
218109_s_at	1691.2288902955	2879.3311775635
218110_at	39.9036846259	41.9739449387
218111_s_at	194.4021384008	287.5728233865
218112_at	331.8715244599	420.2420146936
218113_at	89.8163049703	132.5100310124
218114_at	242.5086093586	254.0758279257
218115_at	233.3769110344	321.5654525883
218116_at	484.5652893586	645.6401859319
218117_at	1015.0490514883	1441.6476997834
218118_s_at	732.6709932153	1021.4043281933
218119_at	135.3269941975	116.9165459351
218120_s_at	238.9934571283	162.9437210653
218121_at	139.1110011722	127.2113707086
218122_s_at	131.7200515729	161.8164849375
218123_at	825.4029777689	968.8393340004
218124_at	201.243233835	192.4320649991
218125_s_at	266.3161853633	208.605465667
218126_at	273.735422453	277.8497138337
218127_at	492.5724112608	458.3241354104
218128_at	228.4756478628	235.866429818
218129_s_at	59.5339909513	49.3089161028
218130_at	372.5707034607	430.750969858
218131_s_at	848.6358637131	1471.5281703274
218132_s_at	424.3444494026	391.0808020792
218133_s_at	454.4192521234	544.527234553
218134_s_at	1215.7278936583	1199.7865299824
218135_at	280.8648871526	300.46082711
218136_s_at	96.7371968771	93.4009151344
218137_s_at	794.9375424793	779.5033357817
218138_at	503.7274317906	548.6649904159
218139_s_at	420.0175100212	424.2211322319
218140_x_at	1234.073295517	1491.0756463591
218141_at	165.661993747	243.502163295
218142_s_at	323.8215622545	327.8407592193
218143_s_at	613.9926989411	915.0814007469
218144_s_at	166.560269586	196.6469896688
218145_at	178.0951956417	170.6055673666
218146_at	590.3691779792	556.6917797782
218147_s_at	242.6131108079	176.5127276599
218148_at	79.3343997649	74.3599784079
218149_s_at	557.2771611821	682.8229019407
218150_at	1582.4611638062	1561.1915447306
218151_x_at	356.6418698364	398.9310009565
218152_at	440.1953835076	553.1756172997
218153_at	640.1780551074	683.1475146213
218154_at	332.8246408044	356.2965344186
218155_x_at	337.4049884786	314.9203998479
218156_s_at	271.8927402743	210.7414548435
218157_x_at	484.9913385016	714.4659782907
218158_s_at	155.7852064941	124.7910433999
218159_at	359.4237668426	384.2574793779
218160_at	942.1224180791	874.9029923658
218161_s_at	186.4422217003	179.6876292872
218162_at	28.2238497581	62.5159872784
218163_at	1240.7387921859	971.480048276
218164_at	207.2045267083	227.3091638265
218165_at	561.0372809312	884.6570673581
218166_s_at	159.2879591625	159.5204179222
218167_at	315.7066877119	316.8114878206
218168_s_at	946.463082614	935.5909825113
218169_at	132.1989226956	117.9938684626
218170_at	762.0566012261	1463.5154030552
218171_at	988.1222115811	1077.4721115751
218172_s_at	189.3617127546	179.3244984264
218173_s_at	89.0100056411	73.0350900257
218174_s_at	64.7973790114	53.2987945282
218175_at	266.0907748375	395.0931968882
218176_at	224.3819331485	261.4933631018
218177_at	69.3523519099	82.5918068469
218178_s_at	109.6393548264	105.1131399066
218179_s_at	223.4068899754	179.6728103456
218180_s_at	99.5914503228	83.0042613018
218181_s_at	374.9300002619	337.3004381909
218182_s_at	17.3462633213	19.0435612866
