	Lin-_1	Lin-_2	MNC_1	MNC_2
215583_at	112.5644706637	119.0563587655	191.7227219175	187.874579449
215584_at	49.160544344	36.4597393424	45.6109620222	43.1366570795
215585_at	19.4681925929	21.4452422982	22.7703668474	23.4050669878
215586_at	17.4087812801	16.6220626684	20.7266743895	17.4220529851
215587_x_at	201.015762958	231.7013389122	240.0868587904	263.3897439785
215588_x_at	286.3463464166	285.4323348656	438.7037009004	423.2956387277
215589_at	52.8849729174	49.3960037784	68.0571388906	67.4942878346
215590_x_at	38.8129276664	43.7453962667	50.7662820569	47.7488200828
215591_at	16.039549845	13.9588251676	16.6093773147	15.4629752571
215592_at	33.2845975988	40.6041107411	38.5114488483	42.5888279363
215593_at	18.8178174197	13.7777656192	15.0056905856	20.3504955151
215594_at	61.8748098307	71.8579697434	80.5841696697	65.3684015699
215595_x_at	48.1392699773	56.1235590872	47.0392872857	48.0311625579
215596_s_at	526.9671980362	509.3468958102	616.3364708246	599.8704747948
215597_x_at	113.8687128012	109.7878184523	107.0137089594	101.8284771778
215598_at	89.09420251	96.3634754376	83.316226602	73.8489946511
215599_at	102.4640157455	101.786530932	59.6683643656	68.1232716334
215600_x_at	548.5740889445	516.387403756	612.6471510003	595.2963159739
215601_at	16.7597839544	12.5116048505	11.5473833466	13.2027951054
215602_at	39.7979554222	27.4787189225	77.6298683424	95.1348724071
215603_x_at	142.171302512	141.8379540526	215.4449757317	215.3127178601
215604_x_at	354.9929765422	383.100795112	482.2795119085	472.4508904997
215605_at	127.6891311812	139.030680603	194.5870199453	198.2733034403
215606_s_at	67.4557569367	69.8145394129	55.120060382	51.3303409406
215607_x_at	156.7157772189	161.5730354931	172.7594561779	189.3672212953
215608_at	47.0520343866	44.9970929125	38.5398270144	35.5593088754
215609_at	117.8496608691	111.817108861	144.8867918301	140.5919529832
215610_at	92.3844231939	106.5507489059	65.4569857958	61.0677680324
215611_at	238.4114480482	239.2650076568	187.006508709	195.2058228288
215612_at	49.412758742	65.0669903385	45.7525508661	58.8623162825
215613_at	19.7736337585	24.2084285915	20.1436317598	19.931619625
215614_at	98.428350652	88.5909727218	52.2361174443	59.0945057312
215615_x_at	62.3642817367	66.1501093421	62.9560875683	63.2997197558
215616_s_at	100.442266537	111.5451831622	221.6043719865	252.2731616379
215617_at	16.5954236963	16.5652662587	11.5847015496	15.7187535823
215618_at	91.6937640923	97.5426761872	85.9411383143	89.8513908754
215619_at	90.1757385706	104.1383945789	48.1316479802	61.3806597134
215620_at	34.9729335739	35.4107584072	31.7496063269	32.7887665431
215621_s_at	118.6963141468	92.0398801283	295.9572671375	305.8864993564
215622_x_at	122.8259304117	124.2286994271	72.1712529663	80.6461926311
215623_x_at	39.8800304033	40.2227028071	55.7609296879	68.6501946734
215624_at	57.2088142816	64.8178694798	77.5510448729	88.7623955213
215625_at	29.3319704043	25.576045456	25.2684801323	28.2707583274
215626_at	21.4603564489	21.6896077454	32.3333095583	25.0800721564
215627_at	15.7389960073	14.8353045935	19.4744800819	14.8933554737
215628_x_at	203.6694502478	228.6366445812	283.0627311438	266.2400896651
215629_s_at	89.4051960803	97.7945626732	96.3866970364	93.2507460819
215630_at	95.0843120508	101.4941835886	155.9096236502	169.1309209433
215631_s_at	466.9093818224	469.9637931222	504.6352760509	484.2439136202
215632_at	21.1231023597	18.6512964393	20.5614955587	18.7121033253
215633_x_at	2546.6530589441	2356.3889415035	7453.8615243983	6574.3574372238
215634_at	14.6396709475	13.685533267	12.4918672734	14.1428938354
215635_at	48.2170249071	43.7896345275	53.5551541463	64.7393851875
215636_at	61.518285919	63.2710862271	72.8390932444	65.3596848769
215637_at	134.3771549053	163.389023359	79.1876366205	85.3787758084
215638_at	13.2581436505	12.5366965488	12.0352693262	13.4980382384
215639_at	24.40586958	29.7670942619	55.9464312807	61.4984385509
215640_at	96.9909457063	99.1677409006	117.8020812191	125.5302513601
215641_at	18.6738415127	13.9787610002	15.9728927781	17.3797536101
215642_at	24.2447116696	19.6616358884	17.5960404751	24.4379217451
215643_at	12.3415505691	10.390716527	8.9664755647	12.0751215083
215644_at	37.3636463058	38.9801655578	47.3549734621	36.6341292297
215645_at	73.1522552895	66.6625513355	165.227295385	173.2477384049
215646_s_at	48.515167508	58.1538673264	2387.76668422	2068.1678026509
215647_at	39.2183254614	31.2049479384	33.1369713958	40.9488378893
215648_at	93.7989774924	82.1698581215	76.4253264293	71.0908533699
215649_s_at	48.6953405935	53.411359176	43.7221795456	51.1654488015
215650_at	36.408277397	35.7187316749	43.1269660523	43.6717886617
215651_at	51.3415558156	60.67031085	57.6134236759	56.2305493258
215652_at	29.7468025666	30.3632488943	43.89204971	61.7338880629
215653_at	11.730382709	10.4671753294	10.6739858597	12.4916551282
215654_at	120.6111084307	134.6014884337	137.5670878176	139.4428715814
215655_at	10.7431312044	10.3197951905	8.4513988931	10.4642575167
215656_at	15.894972072	13.9573489363	13.8830900815	18.5884383396
215657_at	11.2131897041	12.3748845007	10.8773771106	13.3518801649
215658_at	22.3995316824	19.4533986125	18.4666299239	25.2770053029
215659_at	55.4452051491	62.8299234378	139.428503215	167.6367367033
215660_s_at	60.5080876985	47.1416352557	50.6009616046	49.1337442546
215661_at	60.985367471	66.8532897388	69.3164248805	58.9507388658
215662_at	61.406516537	53.326606568	86.0403244664	62.210285638
215663_at	68.8621714443	61.7047334353	77.7110879472	77.5197793996
215664_s_at	18.5234598039	14.6962494714	14.7086687374	14.6741775459
215665_at	19.1469450499	17.7057151447	18.3925846655	15.8560122321
215666_at	16.0753285353	18.2427406124	23.0287679898	17.1181523766
215667_x_at	648.1161302819	665.6664312976	326.8204362285	336.4731479273
215668_s_at	37.1488282983	30.7408153763	42.3904926025	32.4633603133
215669_at	23.2645361325	22.003158069	26.830732011	23.6088737638
215670_s_at	129.0521643026	117.7520674088	110.67453741	133.4186358944
215671_at	65.0742494725	75.7891340981	148.9367807136	154.2865564533
215672_s_at	59.8345501892	53.4972301862	52.7791254204	65.5103580271
215673_at	13.408000317	12.9554547195	11.1767139804	14.2509408
215674_at	52.340633778	53.2767090264	67.5626260934	76.7903658836
215675_at	58.0779083433	55.7753897836	60.0502283955	53.404740953
215676_at	94.0973821624	79.4448779598	89.8229042843	95.4897302081
215677_s_at	60.5100297879	58.9074665632	67.7829262857	61.8981495745
215678_at	53.6540281864	52.488060474	73.4256442053	60.530686675
215679_at	113.5131403468	100.8166558459	111.980150719	131.5895009513
215680_at	55.8980550346	56.4288013107	53.7897595148	58.4356489054
215681_at	38.7365420371	37.127489165	39.5674033032	40.1402555205
215682_at	40.9172299779	46.9045348958	57.1499313107	57.2561291493
215683_at	55.3158373856	49.3176244159	41.4879199954	44.7492635785
215684_s_at	558.5955620692	527.9213150008	655.3297177124	683.6554818303
215685_s_at	32.8223296833	29.699766806	32.4069220957	32.8525215699
215686_x_at	16.7742818193	14.4676929099	15.6145788707	17.5066917954
215687_x_at	35.9739959416	29.861470646	27.1637655009	28.4629133778
215688_at	25.942371289	27.9471092969	27.2431774875	22.8795498071
215689_s_at	39.4875884017	44.2026690286	42.7547738164	41.5632371602
215690_x_at	518.5018613008	529.5903251043	382.7581306206	392.6591196193
215691_x_at	1707.6146499803	1560.3874987057	1192.9987046374	1059.3858941804
215692_s_at	122.7482750096	106.0555630025	41.7231624307	25.9090939395
215693_x_at	396.8270426839	425.5520913598	428.8001105223	401.6445288554
215694_at	12.710288695	13.5617228807	14.0456552772	14.0969853761
215695_s_at	1260.4946190014	1053.0035041187	94.941465624	102.6969214693
215696_s_at	931.4660491327	931.4380664725	1294.4050874874	1227.9590628207
215697_at	52.9103979092	68.863741488	78.8883152968	74.7315837337
215698_at	61.0802511106	81.6223008367	90.7666055229	97.1593729069
215699_x_at	260.1238799674	258.7709178465	323.3672739792	318.6452669
215700_x_at	45.4262878919	41.6890001178	48.9858244802	58.1648403847
215701_at	50.5818918788	48.8150951737	58.7500296752	59.2775219764
215702_s_at	15.7017921309	13.425270798	13.5023753431	13.8126667456
215703_at	17.143824804	18.2388576358	14.1510518775	19.086258372
215704_at	13.4322285983	12.235479845	10.3082884874	13.0887808883
215705_at	35.3857035487	32.3326673477	33.7705752954	33.6959907
215706_x_at	647.5441876386	668.8568269189	1978.355491498	1922.1766914699
215707_s_at	118.5746263042	119.847186777	109.8288164778	129.7804303547
215708_s_at	50.3463815237	43.5609322432	32.3728970915	34.3131018292
215709_at	46.9471924323	41.5284186364	39.7078262945	40.8029476351
215710_at	39.7161446533	37.4485143356	37.6106008042	43.6439947315
215711_s_at	415.2926561085	422.1122872563	141.9139725765	165.3998513206
215712_s_at	49.4413857281	52.9256933383	62.7656268596	44.5391162874
215713_at	12.2535156179	11.7068355714	9.8239344511	13.7468948236
215714_s_at	1117.2688558359	1058.207195248	584.4702502907	577.9456575569
215715_at	15.5281453098	16.9481005044	15.7216097399	18.5692051761
215716_s_at	919.3544897665	857.0747683037	1611.6201985158	1361.59309858
215717_s_at	16.6020254883	12.0728800136	41.3450029386	39.5501981738
215718_s_at	535.6231048326	500.691505764	625.4664309483	604.5843489755
215719_x_at	72.2202868194	69.3263647922	605.2776819487	627.2132041054
215720_s_at	94.2492412884	100.5678488743	101.3965932699	123.2835804684
215721_at	32.2670021193	23.924667128	36.299565915	50.5209511351
215722_s_at	1755.8022075115	1770.8824143616	1116.3207992521	1082.3513053826
215723_s_at	51.1132542069	54.1527829513	52.4090802743	63.0702719394
215724_at	18.5205991283	17.3128354259	22.7370909603	18.9452843133
215725_at	122.7626668003	117.3123824996	123.8127910753	160.5412147017
215726_s_at	206.8036936123	251.6882011471	191.1883049492	220.9980233345
215727_x_at	31.0537024549	31.1127666972	26.1663005213	33.8089671933
215728_s_at	118.0335503031	124.6304712506	57.6743462539	83.6328422904
215729_s_at	13.1927181603	14.0066074152	13.8691631085	11.9267381372
215730_at	29.5598694087	32.9549279521	36.7214712102	33.0686955876
215731_s_at	1370.222036195	1329.1886685304	674.0830220861	700.1704353233
215732_s_at	104.1448506514	111.2507263208	124.1107619661	138.4713969974
215733_x_at	147.2087440216	146.5946221483	94.1653515118	97.8122594933
215734_at	55.3280657829	38.572890063	41.5780906497	56.2543346129
215735_s_at	388.0443664021	395.0673028314	300.6003257762	334.7218457805
215736_at	17.3372980516	14.9604092692	12.8964527423	16.9186391965
215737_x_at	1251.6391551861	1198.9330672622	1470.9362260456	1300.2138691069
215738_at	20.3990937711	22.7175993735	45.369407475	28.8010369986
215739_s_at	84.5776384483	75.9510020207	64.9395940898	74.5731216733
215740_at	40.7659352239	33.7201890122	37.0034947568	35.0059875181
215741_x_at	159.5173367705	188.9751283008	198.5602189592	195.7934798047
215742_at	16.4027595803	13.7383673948	13.1802217352	15.5226088491
215743_at	69.7568906908	81.2606503247	67.426244351	65.9095920042
215744_at	126.8096713944	155.0500941439	120.6003651535	125.9000386998
215745_at	25.5015875901	27.3141859987	22.3514283864	20.7022271216
215746_at	17.7198781819	17.3515602967	16.8204605132	17.5925756058
215747_s_at	256.3094078459	243.3692426976	160.8503280121	146.622451683
215748_at	26.0254732232	22.7559546727	20.3086979087	20.8497217138
215749_s_at	415.6436172045	453.0845067422	365.3170085467	404.9710896216
215750_at	36.6695099257	41.014330938	55.7285390555	80.161023369
215751_at	18.7925477489	15.3633303826	13.9153072155	22.653077579
215752_at	28.7194387685	33.9857271536	33.229015999	39.8763693948
215753_at	33.6168761707	46.1653959252	50.3658503827	49.8514444209
215754_at	58.7554772321	58.0086844801	62.0462409103	57.2975437876
215755_at	27.858244736	28.079347133	26.1688417851	20.9584715143
215756_at	35.8031181163	32.8779524075	37.1004531697	43.3950555865
215757_at	184.1378041776	179.3275232501	120.2946943262	119.9857170043
215758_x_at	132.2153442532	155.2580678451	137.9975908694	138.5976270556
215759_at	44.7809411267	40.042458521	54.8882472814	42.8298569614
215760_s_at	97.9217915583	94.8503388375	140.3411228943	120.7089665139
215761_at	55.8137506749	41.7505756218	188.3222522719	183.6133010766
215762_at	14.8706693979	13.3475024585	12.3363866337	17.3390410908
215763_at	16.530979166	15.0489561567	14.1262299568	16.6528648025
215764_x_at	138.1456467825	141.0045537975	145.3374446165	128.7750250173
215765_at	40.7909886199	36.9164371176	26.972684741	36.4051197019
215766_at	152.9684690948	153.461720375	141.4394145938	149.8682259865
215767_at	89.2001281382	72.6515364678	21.5806273394	22.9879165418
215768_at	24.8980195632	18.1759427814	17.2651892136	18.2143236591
215769_at	20.1127880371	19.438852197	28.0661381918	35.7497803761
215770_at	13.0851161356	13.8561027233	13.7995089902	14.4903042574
215771_x_at	37.9202268976	35.4684699704	34.250345121	32.2008401006
215772_x_at	176.5542850471	156.9407654161	275.5805580772	263.4077212758
215773_x_at	689.4142223546	620.2294660228	261.2891939553	262.6611483656
215774_s_at	57.7401380451	45.8831651474	58.7979877769	74.5775767686
215775_at	63.0348374024	52.0728297514	112.8181834133	121.3808333436
215776_at	71.682383926	56.0554212699	79.6444299837	68.107132099
215777_at	33.7128773655	57.6009740495	86.7220296723	73.5412744608
215778_x_at	331.4524113101	309.4603535547	366.8263274971	314.6375392164
215779_s_at	2524.6944337432	2351.3712317738	445.5952770491	456.8220124982
215780_s_at	88.0476285433	83.4293253522	54.0353028566	74.7569616425
215781_s_at	58.5538840458	63.037889793	67.4404183979	61.7967606238
215782_at	32.9783375921	30.0543702354	19.1427285301	24.49128388
215783_s_at	60.0992369532	60.2441855069	1301.1436781945	1259.3666610535
215784_at	19.8143595589	18.0450417811	22.3053865537	30.7899265522
215785_s_at	2360.205111726	2194.3945544316	5807.5283983438	5013.6452570194
215786_at	97.854459433	100.6271073245	107.7038230559	113.7795382339
215787_at	17.3252715478	14.916554433	11.5404151905	17.5356654872
215788_at	35.07175632	41.7800855469	37.5414648701	36.893643486
215789_s_at	27.653059602	29.5174323413	31.0476016483	29.6413422472
215790_at	24.7986736481	21.6369240909	22.9890675924	26.8281797065
215791_at	13.2704369839	11.9393758307	12.5556378087	16.299560056
215792_s_at	337.3782343024	325.2459967281	185.4290904087	207.3027997308
215793_at	15.056101642	16.6883406173	11.3532867099	18.45188061
215794_x_at	150.5672189113	168.3467621904	156.5449276636	169.669051818
215795_at	23.7853406917	23.6655863779	23.7268951829	24.0453408867
215796_at	18.262610619	26.3979545152	86.3826347413	89.8044291806
215797_at	30.1370931922	26.6730897337	71.9022095906	124.4084145942
215798_at	51.6609105732	53.0208464002	54.7118455701	54.6939374743
215799_at	34.7044277081	44.9604303964	47.722265711	41.5041510707
215800_at	36.7668068775	30.8312008741	35.8312497001	27.5189165345
215801_at	12.1722484875	10.1490782105	9.0945480059	11.9689254405
215802_at	47.2859561944	41.3720938198	135.7845009477	167.0110379002
215803_at	15.7560085387	11.8307073617	14.6338840648	16.4311608995
215804_at	56.1584102013	55.6147446731	58.9059642175	59.6791767497
215805_at	13.9259278089	12.4489858864	14.8495285877	16.3831961789
215806_x_at	669.4134025363	690.0769899642	1495.0573613729	1380.6260771043
215807_s_at	76.9570422712	81.653391439	58.3304502027	75.9620610929
215808_at	17.1456148286	23.1717490566	17.4871179873	18.7409775564
215809_at	48.5049903682	57.5802950765	59.4970770326	63.7441910879
215810_x_at	33.2169941391	31.9817784546	28.0926154623	34.8982978067
215811_at	66.3831075506	85.5289535072	30.3842336611	46.2561442265
215812_s_at	49.7480107351	42.0615863694	159.6333671467	154.6566820142
215813_s_at	1071.3003964187	1069.0458252105	463.5018260853	489.9445162138
215814_at	13.7145544085	12.8477522546	9.5547596529	15.8525677705
215815_at	45.6950602911	45.1643768407	42.8073664358	45.4339845358
215816_at	56.4996475336	53.1634318794	58.1281030334	66.1468398385
215817_at	17.7689039629	15.3274179848	11.9907173085	15.3714607886
215818_at	17.0598527699	21.9742956871	26.6273950953	18.0186121404
215819_s_at	171.1716740226	192.5081117505	510.9497121942	507.010469454
215820_x_at	58.2621453493	55.3415944987	81.6693736329	93.6880682911
215821_x_at	28.1194625764	26.3306140933	28.9605307574	34.3834029311
215822_x_at	24.3735589272	31.9112548378	42.8626316495	31.5236964535
215823_x_at	1168.8338216727	1035.173906973	1100.0006023044	1015.9756631634
215824_at	10.9680331036	13.4285411557	11.123334527	16.1673843828
215825_at	33.4869193999	25.3636651088	23.5984854449	25.1007254132
215826_x_at	251.0053465341	273.7273155872	220.368256723	234.4289487929
215827_x_at	96.5531803317	90.2961981736	89.9357679619	95.086450647
215828_at	108.1847999501	100.5854200775	114.0526029601	119.3240193816
215829_at	28.9841705167	19.569907976	26.7458688958	25.4852361379
215830_at	38.5314646319	32.5624764893	34.9415874572	37.9624354795
215831_at	13.4917964631	16.3300640105	12.9537209104	16.7683846804
215832_x_at	212.8397310728	217.2997953381	241.6250108633	233.9315124659
215833_s_at	98.5608792436	104.6576295847	85.5338827298	84.0764482381
215834_x_at	76.4069419563	82.2351353877	48.5106264732	63.0161144857
215835_at	29.3933857025	21.4766498386	14.8787802806	17.2636005566
215836_s_at	127.6756590548	147.145048701	62.0401862794	52.8902507211
215837_x_at	34.2479604202	32.5874303886	47.47176295	40.1261451221
215838_at	20.6048197914	37.2600153157	294.329683956	324.4431065606
215839_at	22.8591590536	29.8465435444	193.2320105421	212.4794414815
215840_at	24.7905314536	26.5204129231	23.5219379803	26.3871090401
215841_at	53.1937145894	58.8444182168	63.2033154991	56.8213051312
215842_s_at	42.5561947961	46.5710851192	61.4878164621	59.1760346983
215843_s_at	21.3900609282	24.5989418201	24.576321391	22.0097942184
215844_at	89.0905652655	103.9595457668	102.3648317243	100.3588496697
215845_x_at	66.3836549254	63.8605674396	78.4250433419	84.4120433894
215846_at	137.1613409963	108.3517872856	191.2102752196	211.913723602
215847_at	15.5986420153	15.5234176439	14.8273241399	16.6317742632
215848_at	117.4058155111	106.1672075928	120.4412535756	138.991185373
215849_x_at	20.5652254885	19.2649375233	19.7482947487	22.6242578315
215850_s_at	36.7695921092	38.3328617159	20.8239225657	24.4779257637
215851_at	35.1405145087	26.2415002733	16.6225894541	19.0650910935
215852_x_at	58.9578607028	56.8582969306	63.9716193044	64.5163561154
215853_at	68.2293372563	57.7205252863	45.0892045587	55.6911601732
215854_at	47.918679734	53.4354651403	41.7121767156	44.5549593856
215855_s_at	112.9364832776	108.7864358838	152.3361284391	166.2264582208
215856_at	59.7230670952	47.808610994	60.7430918718	73.0046791994
215857_at	154.0065961896	150.3123562931	264.4796794718	281.1327050303
215858_at	31.7836250948	43.5113299963	41.95663485	38.2315989051
215859_at	33.7423996696	34.8562020827	48.4855998984	47.0303045809
215860_at	28.5532989313	27.9846211757	29.1300766034	27.2307341158
215861_at	57.5411657122	75.9501470538	94.6295934034	105.9351090404
215862_at	53.1825393448	47.4056439319	46.7874835814	51.7219738722
215863_at	71.0291601006	62.8614190277	62.9559529986	65.1849650177
215864_at	29.6867462083	31.3562477356	31.253494324	36.9883703879
215865_at	40.8349080296	45.9671708205	38.2487312309	38.5577633213
215866_at	18.3492841178	28.6253875797	26.5797967999	29.0861101449
215867_x_at	31.134403856	27.339678096	31.0634300218	29.8268559775
215868_x_at	20.532163767	17.8384366424	18.8666226959	18.6455368503
215869_at	57.0928558675	64.388706938	69.5111095029	62.9644164407
215870_s_at	15.0286495713	15.0837212627	15.4797162804	15.9810161503
215871_at	28.9931934593	22.9368631847	24.6804002966	26.8369868456
215872_at	27.2211065054	20.3529760819	23.5358975617	23.7965881438
215873_x_at	218.6444984905	222.6997602335	258.9611016213	279.7372103126
215874_at	81.6066207438	78.6992893993	115.955739623	135.464079794
215875_at	59.7307182879	64.2277532118	71.31779413	72.5293533376
215876_at	20.3604113536	27.3322704177	21.5125939727	24.3054372891
215877_at	49.5030665693	41.7990563492	46.1552995707	51.1129157572
215878_at	14.0088758549	11.9536892999	13.0229755022	15.6133210732
215879_at	19.6956277451	23.8601976318	22.8011330942	17.7144292189
215880_at	51.3238979435	48.8325236945	52.1191886624	52.9557711477
215881_x_at	49.2556181442	41.7325734929	42.346759713	49.3237448835
215882_at	58.6397862745	65.5628115524	50.0313896118	48.4331732605
215883_at	47.2039851526	34.2942377941	32.4168250701	41.0564102569
215884_s_at	1589.2033909662	1483.1425842683	2387.9097040119	2012.2977095673
215885_at	15.5904147314	15.5536237617	15.541877664	16.5344420494
215886_x_at	69.4360256395	53.5728158255	56.568508799	55.3190367341
215887_at	120.5680333427	118.7376675557	160.9419858066	160.591430181
215888_at	61.9499025658	73.3315183546	63.6500491209	94.7213205137
215889_at	89.6441912354	77.8021305314	74.741610057	86.8290333505
215890_at	27.5759628823	26.7431090652	27.0394973396	30.8169438085
215891_s_at	31.2943132625	40.4264519881	35.0474336839	43.8443321173
215892_at	47.0525289337	46.5162104965	50.3803692907	48.8983067951
215893_x_at	17.4289955119	15.1115255045	14.6252271823	15.4078887342
215894_at	66.3383823644	60.347300324	160.4319717575	175.7481677796
215895_x_at	12.7839104876	13.8306194329	11.7839496767	12.8264182466
215896_at	15.1087662689	12.4167284938	11.3234160289	14.1789470151
215897_at	61.0949164038	58.8477291617	65.5146195479	73.9356513919
215898_at	98.2030118175	100.5433101928	74.4267416312	75.4737907238
215899_at	35.8136693285	25.6932808571	35.1402247786	25.8569812535
215900_at	41.213596957	31.3790279402	37.9796986747	42.9546225987
215901_at	19.1670459792	16.7221291324	12.7351355526	18.8221241418
215902_at	30.9228513326	41.2751235996	29.7732612385	34.2212989265
215903_s_at	264.7837346678	268.5152667546	166.293187935	173.6172523714
215904_at	27.6628682817	37.3940087537	34.3656816309	31.8954339164
215905_s_at	339.1080163229	392.678668033	236.0322068063	262.8018148932
215906_at	14.1314367367	19.4835705107	16.7507875967	14.6893186768
215907_at	142.9172296391	134.883320102	293.0157817661	310.0900695931
215908_at	298.3332224323	300.2055199603	227.7843127904	238.7577173489
215909_x_at	353.5043402331	373.495082462	509.7488860405	481.2668285066
215910_s_at	42.4622334347	37.5658476545	40.6730424464	36.5661255896
215911_x_at	43.0255105294	44.7013358093	46.9025692345	50.6579810829
215912_at	21.693404908	21.3939369999	29.9474490515	24.4872605523
215913_s_at	14.8623028755	17.3374025805	15.7893897821	13.9786438272
215914_at	27.8998409342	24.579430955	26.4039988371	28.1262971678
215915_at	14.6946961671	13.3706635923	10.6297394071	13.7888789112
215916_at	30.6285086676	29.265355757	31.1432600861	28.1278626063
215917_at	16.3201639833	13.8767474144	11.0746001614	16.0630075515
215918_s_at	23.41690288	22.4879103148	14.839496068	17.8248773431
215919_s_at	73.0043352904	78.2532032103	69.7200761061	89.6573091477
215920_s_at	400.2575539258	402.0289054926	317.0275834989	303.602240238
215921_at	129.3266719765	151.9335672117	132.2132049822	143.5179791123
215922_at	15.0037005902	9.8294274314	10.2568264464	13.3745970621
215923_s_at	80.6063453513	87.0151296973	144.0078406762	145.5211435267
215924_at	14.8613688798	12.3687282381	11.8150746066	14.5731681383
215925_s_at	82.3342121256	80.3063212576	405.0439465225	403.050522786
215926_x_at	162.3901071956	161.5711502403	122.1833922019	137.4666932365
215927_at	89.6043955495	80.3883740455	71.8985909852	85.3897265608
215928_at	25.4548307675	26.4119413151	28.5419766718	33.5204871304
215929_at	13.2139565519	10.3351169882	9.9221186974	12.3371210574
215930_s_at	263.0421184061	284.8484189547	483.5758078737	477.8675648236
215931_s_at	61.4165402121	65.477131673	53.2341569154	61.3220237674
215932_at	15.8769370232	13.2025307118	12.2174890518	15.7996999956
215933_s_at	308.7138060823	307.383764255	280.7296574943	327.3377234163
215934_at	16.7334033249	17.5090720484	14.0425261809	17.5664200061
215935_at	25.1896815139	26.6357535248	28.0003555854	26.3046886179
215936_s_at	828.0810923038	826.9137154	1378.9041690418	1257.7897447115
215937_at	82.9856214361	102.1938764568	259.7052902648	276.3923396516
215938_s_at	171.1455566608	183.2795582649	134.5617255775	141.3908650362
215939_at	31.4998867721	26.3767375176	32.2659379998	36.6147274318
215940_at	30.1192761341	33.3178721638	28.025622032	29.68096716
215941_at	14.7317875009	11.5509923077	10.860497514	13.3971583968
215942_s_at	72.8962642146	72.0613604137	48.1388202552	49.7899656811
215943_at	15.5796044588	15.3570871257	15.3816772238	15.1674715256
215944_at	28.0562246649	23.3426339035	24.1114509136	19.4651520543
215945_s_at	40.0082867696	42.8866694562	36.8877020886	34.870488732
215946_x_at	467.6927925927	541.2925218712	711.4053642499	673.1768205347
215947_s_at	1043.1801642768	1026.8754943606	504.547069858	464.4253698333
215948_x_at	163.7339982328	179.349161655	133.9446008831	130.564100186
215949_x_at	103.3637086578	125.3687343299	300.4841248357	256.2432464373
215951_at	48.7475344916	49.0432574062	60.5508210537	55.1622675979
215952_s_at	4966.5883038939	4552.4385094273	8235.029225024	7362.3421351453
215953_at	29.0920910483	23.9758161585	28.4616810606	25.1143095808
215954_s_at	57.5913274813	52.558595573	43.8553003518	58.2693760625
215955_x_at	46.8551645009	67.2357694647	216.2868661685	277.2093621071
215956_at	34.0080526486	26.9084963522	69.2143511367	67.7246016365
215957_at	13.8699266067	16.3454897782	34.3735456302	32.6520095756
215958_at	16.1995810737	11.0727320212	13.7638006888	15.325604256
215959_at	28.1861657418	37.6940101732	102.2053731176	123.5461105846
215960_at	22.5054118341	22.0468749046	20.2196267646	22.996096793
215961_at	31.0560056481	32.1230445419	32.6123585278	37.6588478151
215962_at	13.2378995665	9.4306677385	9.4529407251	11.3422325906
215963_x_at	20521.5792516034	20854.0493661713	17710.7005848278	16148.5863535344
215964_at	14.2073374136	11.3448612796	13.170042445	12.3516541896
215965_at	37.3640859408	38.2180537866	40.1508189669	47.2316512213
215966_x_at	80.7001585121	94.7061654334	290.5599538108	336.3033492484
215967_s_at	85.6344921278	90.5627238617	572.99115308	546.5630826302
215968_at	16.4261560833	17.1978465783	19.7322929169	17.2138166468
215969_at	24.7786721686	19.6121301911	17.5898542717	25.7747783375
215970_at	17.6603102116	15.6218101622	16.4688913037	15.6620996481
215971_at	35.9891127715	42.9348895883	35.7516245868	39.2288660287
215972_at	28.1970772709	33.7621056722	28.7852051193	29.314610557
215973_at	34.7229431044	40.4861746017	33.1876747532	38.9959206139
215974_at	60.9119482927	68.4448475925	60.951272595	62.43937062
215975_x_at	75.5518975574	86.8859113794	328.9827894335	361.9020654805
215976_at	18.6865352622	17.2973797332	16.9146257461	21.5398867139
215977_x_at	71.1616838113	74.6937088298	329.5816464408	374.8861801946
215978_x_at	1201.7716758046	1081.6150841762	1421.1555302633	1219.1388410953
215979_s_at	105.6490166716	114.4244055618	71.0108880204	72.1676701102
215980_s_at	155.4746824362	163.6212645496	167.9600163562	160.0835700884
215981_at	12.8192988434	13.3269993424	11.834248665	11.6834200807
215982_s_at	576.9337823249	563.1754486471	392.3661185962	401.6264733559
215983_s_at	278.826334866	316.638848142	181.1775981281	203.8577614104
215984_s_at	91.4453758371	91.8564505415	82.9304870243	95.7177647702
215985_at	99.3870196783	125.0748504368	79.3755809123	84.8249878106
215986_at	14.7399826845	15.1950314735	11.601335888	18.3599065923
215987_at	48.8146619486	42.8384756986	48.7640932385	61.9354055702
215988_s_at	29.0663775237	33.1515024136	31.0560286421	29.1634363102
215989_at	39.4522352007	40.5491499735	28.5406089246	40.7017544829
215990_s_at	83.2650789686	83.4196880672	2058.0009517362	1914.8122349795
215991_s_at	18.6476757921	19.766299023	16.9040641244	23.2231261807
215992_s_at	117.4470575772	127.8606449245	99.8668030406	117.2936232268
215993_at	14.7305287453	11.4169662269	12.349306691	11.5146647278
215994_x_at	420.6567572891	402.5913226276	297.6178780725	314.7367884486
215995_x_at	58.7856906704	58.5698963207	67.1890336847	67.1904943877
215996_at	56.096679526	58.7804152985	135.5050312652	144.2900173554
215997_s_at	184.0111936096	150.6811002628	259.7228505545	282.5624842082
215998_at	36.1069599005	34.8896567379	48.3280654066	39.9432703411
215999_at	14.1675400399	13.9993622296	11.6074291078	13.8128594171
